Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,40462398502,40935133543,42227357845,45029724490,49377963149,54515115736,61086991002,65668511127,71830047239,79148003145,88192257632,99605414680,1.13464E+11,1.31766E+11,1.60946E+11,1.74427E+11,2.07266E+11,2.12325E+11,2.19377E+11,2.43886E+11,2.7477E+11,3.07246E+11,3.14639E+11,3.41863E+11,3.56728E+11,3.66184E+11,3.79015E+11,4.3314E+11,5.0938E+11,5.67225E+11,5.96089E+11,6.12514E+11,5.94376E+11,5.79059E+11,5.79944E+11,6.05941E+11,6.30598E+11,6.54988E+11,6.33998E+11,6.7841E+11,7.44773E+11,7.38963E+11,7.60649E+11,8.95541E+11,1.02669E+12,1.17311E+12,1.31926E+12,1.46882E+12,1.55299E+12,1.37463E+12,1.61734E+12,1.79333E+12,1.82837E+12,1.8466E+12,1.80575E+12,1.55651E+12,1.52799E+12,1.64927E+12,1.7253E+12,1.74373E+12,1.6476E+12,2.00149E+12,2.13984E+12
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55338E+11,2.42591E+11,2.60007E+11,2.74156E+11,3.10993E+11,3.93417E+11,4.16196E+11,4.1017E+11,4.48895E+11,4.35065E+11,4.28593E+11,4.68616E+11,5.28074E+11,6.34393E+11,7.63091E+11,8.86072E+11,1.00157E+12,1.26542E+12,1.53054E+12,1.2897E+12,1.3164E+12,1.45456E+12,1.35888E+12,1.41732E+12,1.46355E+12,1.29337E+12,1.3165E+12,1.46122E+12,1.64851E+12,1.67411E+12,1.66536E+12,1.90556E+12,1.94633E+12
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,9522746880,10712712646,11879982959,13063644016,14480556816,15346741929,16480058983,17740013478,18942730098,20524886963,,,,,,,,,,,1.22557E+11,1.12242E+11,1.15045E+11,1.14632E+11,1.09456E+11,1.10979E+11,1.59088E+11,1.99237E+11,2.15541E+11,2.08103E+11,2.65772E+11,2.68903E+11,2.79918E+11,2.72234E+11,3.01377E+11,3.52845E+11,3.40101E+11,2.94786E+11,3.03456E+11,2.97883E+11,2.79209E+11,2.8658E+11,3.093E+11,3.62088E+11,4.03914E+11,4.18293E+11,4.41619E+11,4.90755E+11,5.67273E+11,5.54192E+11,5.98851E+11,7.15888E+11,6.8642E+11,7.06235E+11,7.26538E+11,6.94118E+11,6.87895E+11,6.95201E+11,7.25563E+11,7.21369E+11,7.39914E+11,8.0064E+11,8.07706E+11
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945677377,6262740657,6439703435,6232906290,6663669065,7332244898,8553643354,8827272727,9676172953,11514605842,,,,,,,,,9511207129,9530244530,10422948632,10381669645,9811538462,11735662220,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,4110000000,4828612639,5633224653,5592044871,5963077662,6109341260,7162377225,7057104134,7191615670,8360001926,9144514527,10876408930,11833776659,16826412445,16209686088,7621570580,10338624283,13965594906,15992038367,21806136150,29036709872,34509878044,25326722339,20356389842,19623025627,17702885394,18891048819,22255745800,26040052657,29885218682,33113525804,37835245156,45964855774,49298281356,57008877553,73446446283,78575020639,85728899954,81995749804,75596598517,78249883996,71517267768,70295232513,76507853876,99079365628,1.22315E+11,1.5384E+11,1.72566E+11,1.79663E+11,1.71413E+11,2.17105E+11,2.51225E+11,2.67176E+11,2.77239E+11,2.59405E+11,2.42497E+11,2.49299E+11,2.76365E+11,2.95403E+11,2.78493E+11,2.54096E+11,3.16714E+11,3.01025E+11
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,59716251765,50056688015,47209188356,50706616610,59708127658,70436011537,76720008645,72881367878,70846278963,79705618130,92602638697,99800597893,1.13689E+11,1.38543E+11,1.44189E+11,1.63429E+11,1.53939E+11,1.74936E+11,1.49541E+11,1.78281E+11,1.91149E+11,1.95866E+11,2.0509E+11,2.30687E+11,2.59947E+11,3.09488E+11,3.00758E+11,2.72973E+11,3.12354E+11,3.47768E+11,3.60858E+11,3.83373E+11,4.26916E+11,4.44731E+11,5.64322E+11,7.34485E+11,8.63749E+11,9.61602E+11,1.02906E+12,1.09401E+12,1.21133E+12,1.3394E+12,1.47056E+12,1.66028E+12,1.95535E+12,2.28596E+12,2.75212E+12,3.55033E+12,4.59434E+12,5.10169E+12,6.08719E+12,7.55155E+12,8.53219E+12,9.57047E+12,1.04756E+13,1.10616E+13,1.12333E+13,1.23105E+13,1.38949E+13,1.428E+13,1.46877E+13,1.78205E+13,1.79632E+13
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546203558.5,618245635.1,645284474.6,761047199,921063326.3,919771228,1024102882,1082922726,1281281278,1361360292,1455482795,1584128511,1849400398,2508421426,3070152314,3893839184,4662053820,6265068200,7900526290,9142933956,10175617589,8432589956,7567110856,6838184772,6841639250,6977650648,9158302111,10087654451,10255169812,9757410630,10795850585,10492628588,11152971284,11045760269,8313557515,11000146269,18071152821,18047558027,19619654770,18870992456,16577533892,16810537038,18054383334,21251754335,23510575669,24036918719,25281413268,28760090924,34078240260,33886813225,34936307964,36693710822,36302302844,42760235496,48843005625,45815005171,48407761032,52512344034,58522477745,59898479821,62982768372,71811075955,70018715017
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,614206067.5,652777609.3,694247865.3,718320845.9,776650176.7,814083264.8,851112536.1,936175260.8,1046191219,1100551487,1151216993,1236941396,1498251887,1901393361,2157415536,2857037367,2898089999,3394664030,4662852578,5919002975,6674569034,6610938628,6611255970,6870200009,7311938030,8544810503,11857056214,13049659964,12236057370,11012566178,12314482630,11840192304,12071775346,16181814684,8902446258,10864772473,11093538841,10789458426,11298144999,11565826459,10566579295,10953485345,12417251342,15970315030,18826214125,19509852219,20910512978,23928250410,27715142006,27932970297,27507501809,30630910513,30155062303,33728621190,36386544716,32210233022,33814337041,36098547059,39973842059,39670976440,40773241212,45338285386,44341646509
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404118,3086746857,3779841429,6213185743,2881545273,4043901818,4532660182,3384063372,3909780539,5032434970,4877684910,5594770359,6173712814,7870239461,9596960180,10237343174,9648583225,12344424764,15372608002,15068422236,14394927495,12537821038,13651667371,11006712650,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9625436873,8227343907,10706259937,5820382248,5643439376,5771454940,6090840548,6217806273,4711259427,19088046306,7438189100,8728038525,8937567060,10297483481,11964484458,14451901696,16737071816,19788515579,18648372545,21565721036,25839749199,29306235295,32679745036,35909040944,37917706486,37134801549,38019264805,47568210021,51775829869,48716961865,55350968593,58065953573
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131731862.6,151675739.2,166521239.9,172233430.9,185693724.8,198318063.9,220613582.4,237397428.3,251247458,265040036.1,274960699.9,322128019.3,410669262.9,541973362.5,585364635.4,767102679,754549600.5,765224030.6,878771771.3,1198749666,1705796850,1993512326,2160640567,2097274290,2193581366,2160872541,1849268215,2297753649,2212536313,2389593022,2798746051,2724853508,2933222706,2684323618,1769365439,2116003868,2540697538,2322719101,1949481381,2354772959,3227927697,2796704603,3034250926,3503723087,4656974938,6650001685,8072305031,8782703428,11649857662,9723299908,13148396206,15655383586,17692911281,17958720704,17912907682,11890259177,10219341017,11094823677,13670038020,12750338736,10483151094,13366230821,14615532210
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4031152977,4540447762,4955537980,4836166667,5973366667,5760761905,5428518519,5825170438,5960212869,6450175214,7198360460,7820380971,8671358733,10315760000,12370029584,13098633902,15341403660,19470960619,23263511958,27940411250,33400735644,36388366869,38968039722,38729822782,38253120738,34894419525,34942489684,36373307085,39212550050,39540080200,47844090710,49637993949,58394443349,66474101329,81705497617,92495970511,97153389011,1.06656E+11,98486358604,86278947621,99875074935,98200641189,97945812790,94644969146,1.17092E+11,1.45601E+11,1.61793E+11,2.0623E+11,2.42504E+11,2.32469E+11,2.86499E+11,3.34966E+11,3.70691E+11,3.82094E+11,3.81241E+11,2.93492E+11,2.8272E+11,3.11867E+11,3.34198E+11,3.23032E+11,2.70151E+11,3.18512E+11,3.43939E+11
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,212218261.5,196349931.6,184009013.5,191621954.9,184697225.6,196726096.5,279197721.8,337525853,356500032.8,341476768.1,429622178,424108769.1,457388651.9,452881475.1,319189184.3,398461796.7,396053806.4,364445600.1,370106746,382454989.9,351136579.8,378512024.1,425964681.1,546885223.2,633706110.4,653845169.2,698431794.5,795673153.2,915659107.8,905341174,907978731.7,1023086273,1015843491,1116224107,1149587660,966029599.8,1012835493,1077439756,1188797450,1195019531,1225039196,1296089479,1242519407
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,142246816.5,139468210.1,140630678.2,138476175,132019039.1,137728205.3,190651168.4,235253063.6,264308140.3,267448570.3,306890961.2,319827058.6,357160985.3,490417389.7,406580652.3,487148993.5,501979271.9,490608657.9,521910560.5,592416703.1,539227277.6,563090488.9,620507385.7,813260468.9,924940012.9,972241682.1,1107571459,1649621735,1959620653,1852334581,1824751460,2046817975,1913081206,2028910915,2041930125,1749857628,1849789993,1996741545,2205099509,2266752197,1878277311,2091741774,2314816792
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507513830,490325181.6,479180824.3,511902136.8,542578367.2,592981161.8,647305629.6,699456618.3,773841493.7,853630203,984830157.7,1077147483,1238251696,1528925770,1666544754,1960863466,2412555426,3072427013,3523208810,4035519324,4831447002,2623803056,2606623578,3146772656,3660477829,3919203960,4418983871,4532952047,4614629898,5251025767,5711687787,7196276092,8564041895,9582868510,10486787030,11578594260,11678424507,12614602382,13684255947,14254866281,15013629659,15976174337,16578820687,17271760507,18610594846,20040642477,22715540324,26884700345,30801744881,30745714327,37658614803,42762613706,47231655433,50949668886,52016408924,56441920824,58847019585,60516044623,62420164965,64417670556,62395610764,64616482168,68380838316
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1880325752,2038322827,2153917655,2290336891,2470289709,2661014416,2888723567,3102559322,3083639279,3359755874,3695311705,4017469943,4639346340,5076128907,6595536764,7706927758,7932366003,9210519153,9433730362,10835454135,13495237652,14890283926,16517790346,16735543670,15982824810,15814763266,14441261966,15521767449,16459954912,16872865241,18149076126,18032792662,17750354024,19224165269,20205168290,22270861760,24291634283,28416253263,30354024138,32186912969,34533836400,35575792426,37324429142,39887632895,43625669538,49307227387,56074290119,62328938789,70781391356,59840574174,64939019150,70074558334,73844945661,75227025826,76921753856,75480329447,70977854237,73482494257,76247249561,77282796216,65994922945,75672802627,92935645973
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,5693005200,6914658400,8135150892,9987709650,11405957317,13027415244,13789579903,14206158675,17844705325,19584443288,19912889861,20150254096,20953510235,22204940512,24039383608,22920490774,24226574634,25213935012,27458999472,27023468666,28645436569,24316556026,22085858243,22367254865,28448326757,30429803651,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,48835925926,54262870370,56302129630,57481481481,59562962963,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,1.0005E+11,1.03428E+11,1.07352E+11,,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2933128492,3024525140,3039944134,3048435754,3042737430,3014748603,3009497207,3020388827,2995185475,2496174749,2699612458,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200288282,4466278031,4585948969,4281714618,4156841164,4186073160,4291004486,4405796081,4562853582,4708167255,4909322200,5166281293,5530178499,5941896600,5647224973,6028373541,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,489914760.7,576090073.7,734887974,964026512.2,1288715210,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9933133247,10011918444,9547818700,10248617647,10497908306,9985844486,10397897086,11420227885,14547325028,17320552500,18433411267,20072786351,23968764030,27844698989,25945391775,25799940416,27641551809,25047433100,23959708956,23225912183,19909269065,21046452117,22946583376,25597301191,25945194240,25008266159,28408064462,28439052741
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40728950705,29859921159,34805013230,40866982340,47850065329,60145663259,67388492014,62180519006,66807498696,65173036731,61823494487,67808695574,82196206090,1.0009E+11,1.19815E+11,1.37143E+11,1.56264E+11,1.90184E+11,2.36817E+11,2.07434E+11,2.0907E+11,2.29563E+11,2.08858E+11,2.11686E+11,2.09359E+11,1.88033E+11,1.96272E+11,2.18629E+11,2.49001E+11,2.52548E+11,2.45975E+11,2.81791E+11,2.90924E+11
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,2.15838E+11,2.49985E+11,2.99802E+11,3.98374E+11,4.45303E+11,4.90637E+11,5.19754E+11,6.00498E+11,7.4047E+11,8.81345E+11,9.50291E+11,8.00472E+11,7.76576E+11,7.70684E+11,7.25111E+11,7.32535E+11,1.04626E+12,1.29818E+12,1.40123E+12,1.39897E+12,1.77167E+12,1.86895E+12,2.13157E+12,2.07132E+12,2.20507E+12,2.58579E+12,2.49724E+12,2.21199E+12,2.23899E+12,2.19495E+12,1.94798E+12,1.94579E+12,2.07848E+12,2.50164E+12,2.81435E+12,2.84686E+12,2.9947E+12,3.42558E+12,3.74526E+12,3.41126E+12,3.39967E+12,3.74931E+12,3.52714E+12,3.7338E+12,3.88909E+12,3.35759E+12,3.46985E+12,3.69085E+12,3.97444E+12,3.88823E+12,3.88967E+12,4.25993E+12,4.07219E+12
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,340989528,,373371738.3,395794538.6,409220087.1,452328087.3,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,2042817163,2214679081,2424391785,2604955229,2762581334,2913466732,3088853639,3181071154,3372287462,3515109075
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,45872947.41,57130215.56,55017758.89,72804653.33,82107391.11,89527576.67,98665191.48,109157070.7,119491933,135161958.5,151868754.4,171106184.1,185137243,201429629.6,219762963,234059259.3,245525925.9,264374074.1,274522222.2,292285185.2,302988888.9,322411111.1,331759259.3,333470370.4,340203703.7,333196296.3,343311111.1,367200000,364255555.6,390251851.9,421374074.1,458188888.9,489074074.1,493825925.9,501025925.9,485996296.3,498296296.3,520207407.4,540737037,576229629.6,521551851.9,554770370.4,611537037,504214814.8,555266666.7,612048148.1
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,11931739465,13059065019,13505573855,15414902253,17075457585,19085633673,23232407815,30730626668,34160444804,40474406216,44575708131,49784407636,60362658215,70366799282,71127002865,61878103527,60412542586,60644837444,59105284415,62658617565,88078850822,1.09414E+11,1.15552E+11,1.1241E+11,1.38248E+11,1.39226E+11,1.52915E+11,1.43195E+11,1.56164E+11,1.85008E+11,1.87633E+11,1.73539E+11,1.76991E+11,1.77964E+11,1.64158E+11,1.64791E+11,1.78635E+11,2.18097E+11,2.51375E+11,2.64467E+11,2.82886E+11,3.19423E+11,3.53359E+11,3.21243E+11,3.21995E+11,3.44003E+11,3.27149E+11,3.43584E+11,3.52994E+11,3.02673E+11,3.13116E+11,3.32121E+11,3.56841E+11,3.46499E+11,3.55222E+11,3.98303E+11,3.95404E+11
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485500000,1666500000,1987400000,2344800000,2925700001,3599200004,3951500004,4587100005,4734400005,5498800005,6761300007,7561300008,8267400008,9220600009,11594000005,5044579439,6122127855,5827050248,5374300275,6686593060,7073675545,9824483368,11605382504,13081042400,14644734248,16637370839,18241622256,20017449966,21672215776,22136579527,24305781112,25601824419,27137441266,21403168128,22322387610,35777560475,37879829855,43965459071,48122601590,48261079524,53860187452,58029773802,60681535894,62682158700,67179956265,71164826720,75704647977,79998045976,85555390386,88941371980,78844655833,94243426487,1.13642E+11
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723615449,2434747054,2001444542,2702982015,2909316433,3136284304,3039859185,3370870374,3852147024,4257253261,4863526893,5077182746,6766744028,8707858006,13209871629,15557901445,17728240937,20972112004,26364491320,33243709744,42345829090,44348587046,45207170762,48801369811,53698548298,57937868670,63692012412,66745822963,59089400190,55634719135,62048505222,45715676428,48003133347,49945585166,42543177031,41764291964,46941553940,48177612042,48187781711,48640671735,54790398813,54744698044,56760355865,67863850334,85332581189,1.03198E+11,1.17027E+11,1.34977E+11,1.71001E+11,1.37211E+11,1.61207E+11,2.00013E+11,2.09059E+11,2.09755E+11,2.1381E+11,1.65979E+11,1.60034E+11,1.70097E+11,1.74911E+11,1.7176E+11,1.45744E+11,1.63472E+11,1.91913E+11
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,81326348986,71596255522,65380076110,70825945773,81742063327,95156520863,1.04051E+11,1.00981E+11,1.02253E+11,1.14767E+11,1.27455E+11,1.3703E+11,1.55409E+11,1.95534E+11,2.21206E+11,2.48601E+11,2.52627E+11,2.91576E+11,2.82752E+11,3.27552E+11,3.78034E+11,4.0355E+11,4.23686E+11,4.43837E+11,4.80901E+11,5.26325E+11,5.25027E+11,5.18939E+11,5.75484E+11,6.22373E+11,6.672E+11,7.2366E+11,8.11065E+11,8.90298E+11,1.07132E+12,1.32174E+12,1.51809E+12,1.57165E+12,1.43144E+12,1.57531E+12,1.73422E+12,1.84702E+12,2.04385E+12,2.3113E+12,2.68192E+12,3.10648E+12,3.74032E+12,4.72737E+12,5.97843E+12,6.48398E+12,7.88896E+12,9.64501E+12,1.07585E+13,1.18706E+13,1.27981E+13,1.33269E+13,1.36118E+13,1.48767E+13,1.66399E+13,1.72071E+13,1.74874E+13,2.08374E+13,2.11893E+13
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1.50325E+11,1.5994E+11,1.64427E+11,1.7433E+11,1.99945E+11,2.16447E+11,2.13718E+11,2.24482E+11,2.42649E+11,2.70733E+11,2.86772E+11,3.10203E+11,3.39148E+11,4.33957E+11,6.0606E+11,6.51462E+11,7.11514E+11,7.94834E+11,9.14897E+11,1.07274E+12,1.33496E+12,1.49102E+12,1.41894E+12,1.4293E+12,1.45726E+12,1.45554E+12,1.47151E+12,1.49508E+12,1.5553E+12,1.58465E+12,1.86006E+12,1.96888E+12,2.16317E+12,2.37623E+12,2.49796E+12,2.56095E+12,2.79235E+12,2.9849E+12,2.9428E+12,3.11268E+12,3.38637E+12,3.35701E+12,3.26434E+12,3.6331E+12,4.22977E+12,4.93186E+12,5.63966E+12,6.67194E+12,7.52422E+12,7.26237E+12,8.80499E+12,9.72422E+12,1.01624E+13,1.03052E+13,1.06619E+13,1.01475E+13,1.04801E+13,1.13354E+13,1.14651E+13,1.16963E+13,1.09093E+13,1.26742E+13,1.40295E+13
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1.54636E+11,1.55172E+11,1.58388E+11,1.7673E+11,2.02715E+11,2.25622E+11,2.52107E+11,2.73183E+11,3.01204E+11,3.46862E+11,4.08898E+11,4.53727E+11,5.63011E+11,7.4189E+11,8.54713E+11,9.35819E+11,1.02885E+12,1.22599E+12,1.54679E+12,1.67999E+12,1.81597E+12,2.00189E+12,1.96233E+12,2.0879E+12,2.23598E+12,2.35954E+12,3.08261E+12,3.61976E+12,4.35492E+12,4.53621E+12,4.73818E+12,5.34924E+12,5.84485E+12,6.53624E+12,7.40385E+12,8.40727E+12,8.10113E+12,7.74467E+12,6.92979E+12,7.74039E+12,8.37497E+12,7.78898E+12,7.91187E+12,8.69926E+12,9.75692E+12,1.04095E+13,1.10317E+13,1.2326E+13,1.42109E+13,1.4623E+13,1.70664E+13,1.97907E+13,2.11722E+13,2.14108E+13,2.20862E+13,2.19972E+13,2.27723E+13,2.43249E+13,2.64852E+13,2.7024E+13,2.71449E+13,3.10956E+13,3.06552E+13
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62085E+11,8.3409E+11,8.9303E+11,8.68755E+11,7.99091E+11,7.85131E+11,6.74027E+11,7.21539E+11,7.29342E+11,7.61415E+11,7.05491E+11,5.91798E+11,6.62866E+11,6.55068E+11,7.50708E+11,9.47224E+11,1.25602E+12,1.58962E+12,1.95011E+12,2.50947E+12,3.11039E+12,2.43781E+12,2.95312E+12,3.67009E+12,3.91468E+12,4.15027E+12,3.84577E+12,2.92169E+12,2.77787E+12,3.11842E+12,3.18291E+12,3.24804E+12,2.9909E+12,3.58168E+12,4.1247E+12
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,7.39192E+11,7.9606E+11,8.32721E+11,9.21044E+11,1.01942E+12,1.14937E+12,1.37713E+12,1.74917E+12,1.97649E+12,2.30891E+12,2.40012E+12,2.72008E+12,3.31982E+12,4.06121E+12,4.59994E+12,4.09397E+12,3.94524E+12,3.82733E+12,3.6786E+12,3.8068E+12,5.19601E+12,6.4206E+12,7.14704E+12,7.24207E+12,8.86E+12,9.13995E+12,9.80154E+12,9.00304E+12,9.41289E+12,1.08714E+13,1.10962E+13,1.0523E+13,1.0796E+13,1.0678E+13,1.00664E+13,1.01672E+13,1.11344E+13,1.35369E+13,1.57771E+13,1.67825E+13,1.81692E+13,2.12301E+13,2.33654E+13,2.05495E+13,2.10221E+13,2.33079E+13,2.24529E+13,2.34561E+13,2.37838E+13,2.04873E+13,2.04195E+13,2.16552E+13,2.31938E+13,2.29103E+13,2.215E+13,2.51539E+13,2.5192E+13
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2069465326,1753850417,1518208221,1824344492,2244146868,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,18327764882,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.07562E+11,1.08108E+11,99291124000,1.06166E+11,1.15049E+11
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,4948667540,5278005612,5605484299,5932242991,6524455206,8042200452,8609283346,9299638056,10098534613,9228963225,11632178869,13315988083,14400806876,14811704063,18020571429,21669908176,22136081081,27655172414,30966239814,33971188992,39053502251,41253507951,40455616654,34980124929,39756299050,42978914311,37387836491,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,96684636119,85146067416,80288461538,78782467532,89600665557,1.07426E+11,1.30438E+11,1.62818E+11,1.89147E+11,2.18984E+11,2.3599E+11,2.79117E+11,2.88434E+11,3.05595E+11,3.29367E+11,3.32442E+11,2.48363E+11,2.62589E+11,3.18679E+11,3.83818E+11,4.24672E+11,4.76748E+11
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2.44833E+11,2.68965E+11,2.98819E+11,3.35342E+11,3.73024E+11,4.07741E+11,4.44883E+11,4.83419E+11,5.18992E+11,5.79333E+11,6.42618E+11,7.28351E+11,8.79866E+11,1.14224E+12,1.29537E+12,1.502E+12,1.5675E+12,1.78298E+12,2.18334E+12,2.64483E+12,2.96218E+12,2.57438E+12,2.4925E+12,2.43161E+12,2.3324E+12,2.39618E+12,3.36291E+12,4.15943E+12,4.57452E+12,4.67269E+12,5.88069E+12,6.11412E+12,6.74562E+12,6.17247E+12,6.51562E+12,7.51545E+12,7.60436E+12,6.95219E+12,7.14922E+12,7.11621E+12,6.49576E+12,6.59659E+12,7.20016E+12,8.86233E+12,1.01604E+13,1.05235E+13,1.1184E+13,1.28791E+13,1.41583E+13,1.29385E+13,1.26417E+13,1.36379E+13,1.26388E+13,1.31963E+13,1.35101E+13,1.16755E+13,1.19737E+13,1.26797E+13,1.36982E+13,1.34184E+13,1.30861E+13,1.45709E+13,1.40409E+13
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467872714.8,531688311.7,578015625,693535954.2,686490090.1,745523074.7,688918508.9,706370815.6,752371683.2,729321671.4,870248293.7,1109054005,1098424709,1211161880,1317974491,1380188800,1856695551,1589515447,2065001626,,,,,,,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40992995008,46619420359,59132415221,78639525985,97274006346,1.14777E+11,1.18507E+11,1.32449E+11,1.606E+11,2.14602E+11,2.32767E+11,2.02808E+11,1.95997E+11,1.70951E+11,1.72103E+11,1.80793E+11,2.51321E+11,3.18748E+11,3.7616E+11,4.14757E+11,5.36559E+11,5.77166E+11,6.30916E+11,5.25076E+11,5.30563E+11,6.14609E+11,6.42589E+11,5.90077E+11,6.19215E+11,6.34908E+11,5.98363E+11,6.2783E+11,7.08757E+11,9.07492E+11,1.06906E+12,1.15372E+12,1.2604E+12,1.474E+12,1.63186E+12,1.49147E+12,1.42211E+12,1.48071E+12,1.32475E+12,1.35558E+12,1.37182E+12,1.19616E+12,1.23355E+12,1.31325E+12,1.4217E+12,1.39432E+12,1.27696E+12,1.42738E+12,1.39751E+12
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502970889,4786018988,5154420649,5674080543,5756912266,5686579748,6254649539,7367975888,9874013098,12145911801,14106790200,17022870405,22449129483,24341678629,19633031398,19523477326,23213994093,23019150071,25115753366,26634083965,22890762090,24072829277,26924385103,30624720196,31081901909,31370395573,37191166152,38100812959
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,7324903192,7707678023,8567890825,8096302371,9480840483,9848600870,10527338647,10908935749,11476584879,12175166763,13463868357,10492993078,8830712714,6927950565,7663984568,8547939731,8589233420,7818205972,7700833482,8242349955,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648276190,55612228234,64589329345,74296745599,81770886909,84269196152,95912607970,1.07658E+11,1.11262E+11,1.26783E+11
